WellName,EventCode,Event_ID,API,Objective,ProjectNumber,StartDate,EndDate,Asset,Failure_Location,Root_Cause
TIERNEY 25-80D,WO,1akwQ,4903727914,SURVEILLANCE,X4-013RT-E:T25_80D,2/9/2017,2/9/2017,West,TUBING,BARIUM SULFATE
TIERNEY 25-80D,WO,PP9aX,4903727914,TUBING REPAIR,X4-0147M,3/30/2017,4/7/2017,West,TUBING,BARIUM SULFATE
TIERNEY II UNIT 22-20D,WO,yMQfQ,4903728396,SURVEILLANCE,X4-013RT-E:TIIU22_20,11/18/2016,11/18/2016,West,TUBING,BARIUM SULFATE
TIERNEY II UNIT 22-20D,WO,0MvxY,4903728396,TUBING REPAIR,X4-013XN,1/14/2017,1/24/2017,West,TUBING,BARIUM SULFATE
CG ROAD UNIT 35-10D,WO,0O7HK,4903729253,CLEAN OUT - SWAB,NULL,7/17/2017,7/18/2017,East,NULL,CALCIUM CARBONATE
CG ROAD UNIT 35-10D,WO,Idg6b,4903729253,CLEAN OUT - SWAB,NULL,7/5/2017,7/5/2017,East,NULL,CALCIUM CARBONATE
CG ROAD UNIT 35-10D,WO,KPeBH,4903729253,CLEAN OUT - SWAB,1000546911_7883_3729,8/15/2016,8/19/2016,East,NULL,CALCIUM CARBONATE
CG ROAD UNIT 35-10D,WO,lZv4F,4903729253,CLEAN OUT - SWAB,1000546911_7883_3729,8/15/2016,8/15/2016,East,NULL,CALCIUM CARBONATE
CG ROAD UNIT 35-10D,WO,nVThg,4903729253,CLEAN OUT - SWAB,1000546911_7883_3729,6/29/2016,6/29/2016,East,NULL,CALCIUM CARBONATE
CG ROAD UNIT 35-10D,WO,P6Ahf,4903729253,CLEAN OUT - SWAB,1000546911_7883_3729,9/23/2016,9/24/2016,East,NULL,CALCIUM CARBONATE
CG ROAD UNIT 35-10D,WO,Yvvoi,4903729253,CLEAN OUT - SWAB,1000546911_7883_3729,4/13/2016,4/14/2016,East,NULL,CALCIUM CARBONATE
CG ROAD UNIT 35-10D,WO,sb7Jp,4903729253,CLEAN OUT - SWAB,X4-013RW-E:CGR35_10D,12/13/2016,12/15/2016,East,NULL,CALCIUM CARBONATE
CG ROAD UNIT 35-10D,WO,2imBI,4903729253,CLEAN OUT - SWAB,X4-013RW-E:CGRU35_10,10/31/2016,11/4/2016,East,NULL,CALCIUM CARBONATE
CG ROAD UNIT 35-10D,WO,UgE6J,4903729253,CLEAN OUT - SWAB,X4-01470-E:CG35_10D,6/23/2017,6/23/2017,East,NULL,CALCIUM CARBONATE
CG ROAD UNIT 35-10D,WO,XeEcg,4903729253,CLEAN OUT - SWAB,X4-01470-E:CG35_10D,6/29/2017,6/29/2017,East,NULL,CALCIUM CARBONATE
CG ROAD UNIT 35-10D,WO,R6QVf,4903729253,CLEAN OUT - SWAB,X4-01470-E:CGR35_10D,3/24/2017,3/24/2017,East,NULL,CALCIUM CARBONATE
CG ROAD UNIT 35-10D,WO,mo8Fs,4903729253,CLEAN OUT - SWAB,X401470-E:CGU35_10D,5/25/2017,5/25/2017,East,NULL,CALCIUM CARBONATE
CG ROAD UNIT 35-10D,WO,56IjE,4903729253,PLUNGER LIFT REPAIR,1000546911_7880_3729,6/2/2016,6/2/2016,East,NULL,CALCIUM CARBONATE
CG ROAD UNIT 35-10D,WO,CcrNo,4903729253,TREATMENT - ACID,1000546911_8100_3729,6/13/2016,6/17/2016,East,NULL,CALCIUM CARBONATE
CG ROAD UNIT 35-10D,WO,G04aQ,4903729253,TUBING REPAIR,X4-01437,3/5/2017,3/15/2017,East,NULL,CALCIUM CARBONATE
CG ROAD UNIT 36-70D,WO,10cyD,4903729106,CLEAN OUT - SWAB,NULL,8/22/2017,8/22/2017,East,TUBING,CALCIUM CARBONATE
CG ROAD UNIT 36-70D,WO,HuBne,4903729106,CLEAN OUT - SWAB,NULL,7/7/2017,7/7/2017,East,TUBING,CALCIUM CARBONATE
CG ROAD UNIT 36-70D,WO,6Tvra,4903729106,CLEAN OUT - SWAB,1000765974_7883_3729,9/23/2016,9/23/2016,East,TUBING,CALCIUM CARBONATE
CG ROAD UNIT 36-70D,WO,BQuoB,4903729106,CLEAN OUT - SWAB,1000765974_7883_3729,8/17/2016,8/18/2016,East,TUBING,CALCIUM CARBONATE
CG ROAD UNIT 36-70D,WO,HDwKk,4903729106,CLEAN OUT - SWAB,X4-013RW-E:CGRU36_70,11/19/2016,11/19/2016,East,TUBING,CALCIUM CARBONATE
CG ROAD UNIT 36-70D,WO,IwWQX,4903729106,CLEAN OUT - SWAB,X4-01470-E:CG36_70D,5/18/2017,5/18/2017,East,TUBING,CALCIUM CARBONATE
CG ROAD UNIT 36-70D,WO,IUYXN,4903729106,CLEAN OUT - SWAB,X4-01470-E:CGR36_70,5/8/2017,5/10/2017,East,TUBING,CALCIUM CARBONATE
CG ROAD UNIT 36-70D,WO,EDfpT,4903729106,CLEAN OUT - SWAB,X4-01470-E:CGU36_70D,6/13/2017,6/14/2017,East,TUBING,CALCIUM CARBONATE
CG ROAD UNIT 36-70D,WO,ROlMe,4903729106,CLEAN OUT - SWAB,X4-01470-E:COG36_70,6/27/2017,6/28/2017,East,TUBING,CALCIUM CARBONATE
CG ROAD UNIT 36-70D,WO,pnQPa,4903729106,PLUNGER LIFT REPAIR,NULL,12/1/2017,12/1/2017,East,TUBING,CALCIUM CARBONATE
CG ROAD UNIT 36-70D,WO,gLL7W,4903729106,SURVEILLANCE,NULL,9/5/2017,9/5/2017,East,TUBING,CALCIUM CARBONATE
CG ROAD UNIT 36-70D,WO,LjLFM,4903729106,SURVEILLANCE,NULL,11/18/2017,11/18/2017,East,TUBING,CALCIUM CARBONATE
CG ROAD UNIT 36-70D,WO,mErqZ,4903729106,SURVEILLANCE,NULL,8/31/2017,8/31/2017,East,TUBING,CALCIUM CARBONATE
CG ROAD UNIT 36-70D,WO,VFoe5,4903729106,TUBING REPAIR,X4-013XP,1/26/2017,2/16/2017,East,TUBING,CALCIUM CARBONATE
CHAMPLIN 242 C-10,WO,IQs7Z,4900722839,TUBING REPAIR,X4-014GN,5/16/2017,7/13/2017,West,TUBING,CALCIUM CARBONATE
CHAMPLIN 242 F-8D,WO,gxQXg,4903727452,TUBING REPAIR,X4-014XW,10/18/2017,10/30/2017,West,TUBING,CALCIUM CARBONATE
CHAMPLIN 254 B 9D,WO,VF9FN,4903728254,CLEAN OUT - SWAB,X4-013RW-E:CH254B9D,1/28/2017,1/30/2017,West,NULL,CALCIUM CARBONATE
CHAMPLIN 254 B 9D,WO,qsmZG,4903728254,SURVEILLANCE,X4-013QK,3/2/2017,3/3/2017,West,NULL,CALCIUM CARBONATE
CHAMPLIN 254 B 9D,WO,gBmd9,4903728254,TUBING REPAIR,X4-013QK,12/7/2016,12/19/2016,West,NULL,CALCIUM CARBONATE
FREWEN 8-150D,WO,PPPix,4903728080,TUBING REPAIR,X4-013M7,10/7/2016,10/18/2016,West,TUBING,CALCIUM CARBONATE
FREWEN 8-50D,WO,xwH8n,4903728073,GAS LIFT INSTALL,X4-0149C,4/19/2017,5/5/2017,West,TUBING,CALCIUM CARBONATE
FREWEN 8-50D,WO,WFiw8,4903728073,TUBING REPAIR,X4-013MK,9/28/2016,10/22/2016,West,TUBING,CALCIUM CARBONATE
HIGH POINT 27-1,SLK,42XQ1,4900722294,SURVEILLANCE,X4-01472-E:HP_271,8/11/2017,8/14/2017,East,TUBING,CALCIUM CARBONATE
HIGH POINT 27-1,WO,EmJV3,4900722294,COIL TUBING REPLACEMENT (W/ TBG),X4-013Q0,2/10/2017,2/20/2017,East,TUBING,CALCIUM CARBONATE
HIGH POINT 27-1,WO,xyDYg,4900722294,SURVEILLANCE,NULL,8/11/2017,8/11/2017,East,TUBING,CALCIUM CARBONATE
HIGH POINT 27-1,WO,N4qPp,4900722294,SURVEILLANCE,1000366443_7881_0722,9/26/2016,9/26/2016,East,TUBING,CALCIUM CARBONATE
LATHAM DRAW 15-60D,WO,dlRT1,4903727471,CLEAN OUT,X4-014H4,6/15/2017,6/23/2017,East,NULL,CALCIUM CARBONATE
LATHAM DRAW 15-60D,WO,USeEn,4903727471,CLEAN OUT - SWAB,1000140905_7883_3727,9/14/2016,9/14/2016,East,NULL,CALCIUM CARBONATE
LATHAM DRAW 15-60D,WO,7BxdC,4903727471,SURVEILLANCE,1000140905_7881_3727,9/10/2016,9/10/2016,East,NULL,CALCIUM CARBONATE
LATHAM DRAW 29-40D,WO,WE0pZ,4903727420,ROD PUMP REPAIR,X4-012Q3,4/4/2016,4/20/2016,West,PLUNGER,CALCIUM CARBONATE
MUDDY CREEK #3-3,WO,O2Yjb,4900721592,COIL TUBING REPLACEMENT (W/ TBG),X4-013XQ,1/27/2017,2/1/2017,East,TUBING,CALCIUM CARBONATE
MUDDY CREEK #3-3,WO,7xPud,4900721592,SURVEILLANCE,1000150060_7881_0721,10/12/2016,10/12/2016,East,TUBING,CALCIUM CARBONATE
SOURDOUGH 25-50D,WO,DXN8t,4903728518,CLEAN OUT,X4-013W1,7/26/2017,8/29/2017,East,NULL,CALCIUM CARBONATE
SOURDOUGH 25-50D,WO,1N0RI,4903728518,CLEAN OUT - SWAB,1000716043_7883_3728,6/15/2016,6/16/2016,East,NULL,CALCIUM CARBONATE
SOURDOUGH 25-50D,WO,f78qb,4903728518,CLEAN OUT - SWAB,1000716043_7883_3728,6/3/2016,6/3/2016,East,NULL,CALCIUM CARBONATE
SOURDOUGH 25-50D,WO,OEjDp,4903728518,CLEAN OUT - SWAB,X4-01470-E:SD25_50D,6/15/2017,6/16/2017,East,NULL,CALCIUM CARBONATE
SOURDOUGH 25-50D,WO,EvHI1,4903728518,PLUNGER LIFT REPAIR,1000716043_7880_3728,10/5/2016,10/6/2016,East,NULL,CALCIUM CARBONATE
SOURDOUGH 25-50D,WO,L5yF4,4903728518,PLUNGER LIFT REPAIR,1000716043_7883_3728,10/16/2016,10/17/2016,East,NULL,CALCIUM CARBONATE
SOURDOUGH 25-50D,WO,PGNEH,4903728518,SURVEILLANCE,NULL,1/8/2018,1/9/2018,East,NULL,CALCIUM CARBONATE
SOURDOUGH 25-50D,WO,DaXZs,4903728518,TUBING REPAIR,X4-013W1,11/15/2016,11/18/2016,East,NULL,CALCIUM CARBONATE
TIERNEY II UNIT 26-70D,WO,J2oyc,4903728140,CLEAN OUT - SWAB,NULL,12/22/2016,12/27/2016,West,NULL,CALCIUM CARBONATE
TIERNEY II UNIT 26-70D,WO,9ARn4,4903728140,TREATMENT - ACID,X4-013T3-E:TIIU26_70,2/6/2017,2/6/2017,West,NULL,CALCIUM CARBONATE
TIERNEY II UNIT 27-40D,WO,SXM17,4903728158,PLUNGER LIFT REPAIR,X4-013RP-E:TIIU27_40,1/24/2017,1/24/2017,West,NULL,CALCIUM CARBONATE
TIERNEY II UNIT 27-40D,WO,TOJmj,4903728158,SURVEILLANCE,NULL,12/7/2017,12/8/2017,West,NULL,CALCIUM CARBONATE
BATTLE SPRINGS 33-1,WO,MJi8M,4903725927,SURVEILLANCE,X4-00X9W-E:BASP33_1,5/5/2017,5/5/2017,East,TUBING,CO2
BATTLE SPRINGS 33-1,WO,ioIw4,4903725927,TUBING REPAIR,X4-014R7,7/19/2017,7/25/2017,East,TUBING,CO2
C G ROAD 2-120D,SLK,9lFmd,4903728340,SURVEILLANCE,X4-01482-E:CGR2_120,9/22/2017,9/22/2017,West,TUBING,CO2
C G ROAD 2-120D,WO,ffjTG,4903728340,SURVEILLANCE,NULL,9/22/2017,9/22/2017,West,TUBING,CO2
C G ROAD 2-120D,WO,KyPi2,4903728340,SURVEILLANCE,NULL,10/11/2017,10/11/2017,West,TUBING,CO2
C G ROAD 2-120D,WO,n3JOk,4903728340,SURVEILLANCE,X4-013RT-E:CGR2_120D,12/2/2016,12/2/2016,West,TUBING,CO2
C G ROAD 2-120D,WO,AGuHS,4903728340,TUBING REPAIR,X4-0154K,11/28/2017,12/22/2017,West,TUBING,CO2
C.G. ROAD UNIT 20-60,WO,hGafb,4903727660,SURVEILLANCE,X4-013RT-E:CGRU20_60,11/10/2016,11/10/2016,East,NULL,CO2
C.G. ROAD UNIT 20-60,WO,DIVLU,4903727660,TUBING REPAIR,X4-013X4,1/23/2017,1/27/2017,East,NULL,CO2
C.G. ROAD UNIT 20-75D,WO,6h4QO,4903727658,CLEAN OUT - SWAB,X4-01411,2/15/2017,2/15/2017,East,TUBING,CO2
C.G. ROAD UNIT 20-75D,WO,hW3ms,4903727658,SURVEILLANCE,1000661108_7881_3727,8/19/2016,8/20/2016,East,TUBING,CO2
C.G. ROAD UNIT 20-75D,WO,IVwlo,4903727658,TUBING REPAIR,X4-01411,1/27/2017,2/1/2017,East,TUBING,CO2
CHAIN LAKES 19-1,WO,wSHS8,4903726096,ROD PUMP INSTALL,X4-012Y3,5/11/2016,5/26/2016,East,PUMP BARREL,CO2
CHAIN LAKES 19-1,WO,WD7fh,4903726096,ROD PUMP REPAIR,X4-013CK,9/24/2016,10/19/2016,East,PUMP BARREL,CO2
CHAMPLIN 254 D-150D,WO,tl2UM,4903727460,SURVEILLANCE,1000342915_7881_3727,10/11/2016,10/12/2016,East,NULL,CO2
CHAMPLIN 254 D-150D,WO,XOhP0,4903727460,SURVEILLANCE,1000342915_7881_3727,5/5/2016,5/5/2016,East,NULL,CO2
CHAMPLIN 254 D-150D,WO,78JAq,4903727460,TUBING REPAIR,X4-01345,6/21/2016,6/23/2016,East,NULL,CO2
CHAMPLIN 254 D-150D,WO,t4lIq,4903727460,TUBING REPAIR,X4-013R6,3/15/2017,3/24/2017,East,NULL,CO2
EIGHTMILE 7-150R,WO,5vsld,4900723450,ROD PUMP REPAIR - PARTED RODS,NULL,8/17/2017,8/25/2017,West,ROD BODY,CO2
EIGHTMILE 7-150R,WO,CTUvJ,4900723450,ROD PUMP REPAIR - PARTED RODS,X4-01335,6/3/2016,6/8/2016,West,ROD BODY,CO2
EIGHTMILE 7-150R,WO,JdCcH,4900723450,ROD REPLACEMENT,1000802208_6751_0723,8/17/2016,8/17/2016,West,ROD BODY,CO2
FREWEN 7-120D,SLK,4E5Mg,4903728064,CLEAN OUT - SWAB,1000575993,1/29/2018,2/12/2018,West,TUBING,CO2
FREWEN 7-120D,WO,gPK8J,4903728064,CLEAN OUT - SWAB,1000595993_7883_3728,5/29/2016,5/30/2016,West,TUBING,CO2
FREWEN 7-120D,WO,KGJ6V,4903728064,CLEAN OUT - SWAB,1000595993_7883_3728,4/6/2016,4/6/2016,West,TUBING,CO2
FREWEN 7-120D,WO,UQUlU,4903728064,CLEAN OUT - SWAB,X4-013RW-E:FW7_120D,2/7/2017,2/9/2017,West,TUBING,CO2
FREWEN 7-120D,WO,bZYjH,4903728064,PLUNGER LIFT INSTALL,NULL,10/20/2017,10/20/2017,West,TUBING,CO2
FREWEN 7-120D,WO,EqWhA,4903728064,SURVEILLANCE,NULL,9/7/2017,9/7/2017,West,TUBING,CO2
FREWEN 7-120D,WO,o9BsL,4903728064,TUBING REPAIR,NULL,12/21/2017,1/25/2018,West,TUBING,CO2
SOURDOUGH 25-80D,WO,lOZqg,4903728516,CLEAN OUT,X4-014M0,6/16/2017,6/22/2017,East,NULL,CO2
SOURDOUGH 25-80D,WO,h4bXx,4903728516,PLUNGER LIFT REPAIR,X4-01482-E:SD25_80D ,4/21/2017,4/24/2017,East,NULL,CO2
SOURDOUGH 25-80D,WO,xfRPC,4903728516,SURVEILLANCE,NULL,1/4/2018,1/5/2018,East,NULL,CO2
SOURDOUGH 33-150D,WO,ksITa,4903728734,SURVEILLANCE,X4-01482-E:SD33_150,4/17/2017,4/19/2017,East,TUBING,CO2
SOURDOUGH 33-150D,WO,gB6qd,4903728734,TUBING REPAIR,X4-014HM,5/12/2017,5/17/2017,East,TUBING,CO2
THREEMILE 23-90D,SLK,RXoQG,4903728259,SURVEILLANCE,1000145995,11/6/2017,11/9/2017,East,TUBING,CO2
THREEMILE 23-90D,WO,mmGCB,4903728259,CLEAN OUT - SWAB,1000145995_7883_372,5/3/2016,5/5/2016,East,TUBING,CO2
THREEMILE 23-90D,WO,mi2OT,4903728259,PLUNGER LIFT REPAIR,X4-01472-E:TM23_90D,4/3/2017,4/4/2017,East,TUBING,CO2
THREEMILE 23-90D,WO,Gy09H,4903728259,SURVEILLANCE,NULL,11/9/2017,11/9/2017,East,TUBING,CO2
THREEMILE 23-90D,WO,nuBxt,4903728259,SURVEILLANCE,1000145995_7881_3728,10/12/2016,10/12/2016,East,TUBING,CO2
THREEMILE 23-90D,WO,3oOho,4903728259,TUBING REPAIR,X4-014GT,5/11/2017,5/16/2017,East,TUBING,CO2
THREEMILE 23-90D,WO,OGStA,4903728259,TUBING REPAIR,X4-015DN,3/9/2018,NULL,East,TUBING,CO2
TIERNEY II UNIT 13-130,WO,InFLI,4903727248,PLUNGER LIFT REPAIR,X4-013RP-E:TIIU13_13,1/3/2017,1/3/2017,West,TUBING,CO2
TIERNEY II UNIT 13-130,WO,Vurbf,4903727248,TUBING REPAIR,X4-0142K,2/7/2017,2/14/2017,West,TUBING,CO2
TIERNEY II UNIT 25-40D,SLK,pPl1Y,4903727910,SURVEILLANCE,X4-01482-E:TIIU25_40,9/29/2017,9/29/2017,West,TUBING,CO2
TIERNEY II UNIT 25-40D,WO,PM7Eg,4903727910,CLEAN OUT - SWAB,X4-01470-E:TIIU25_40,10/12/2017,10/12/2017,West,TUBING,CO2
TIERNEY II UNIT 25-40D,WO,5eZ0A,4903727910,PLUNGER LIFT REPAIR,X4-01472-E:TU25_40,6/14/2017,6/14/2017,West,TUBING,CO2
TIERNEY II UNIT 25-40D,WO,7cf4K,4903727910,PLUNGER LIFT REPAIR,X4-01472-E:TU25_41,6/28/2017,6/28/2017,West,TUBING,CO2
TIERNEY II UNIT 25-40D,WO,G3eF4,4903727910,SURVEILLANCE,NULL,6/14/2017,6/15/2017,West,TUBING,CO2
TIERNEY II UNIT 25-40D,WO,pXcvR,4903727910,SURVEILLANCE,NULL,6/28/2017,6/28/2017,West,TUBING,CO2
TIERNEY II UNIT 25-40D,WO,mudOB,4903727910,SURVEILLANCE,1000658278_7881_3727,10/6/2016,10/6/2016,West,TUBING,CO2
TIERNEY II UNIT 25-40D,WO,D4B02,4903727910,TUBING REPAIR,X4-014RF,7/20/2017,9/7/2017,West,TUBING,CO2
TWO RIM UNIT 20-60D,WO,F6SLr,4903728444,SURVEILLANCE,NULL,6/21/2017,6/21/2017,West,TUBING,CO2
TWO RIM UNIT 20-60D,WO,IkFOT,4903728444,SURVEILLANCE,NULL,8/14/2017,8/14/2017,West,TUBING,CO2
TWO RIM UNIT 20-60D,WO,ltsGu,4903728444,TUBING REPAIR,X4-014RD,7/14/2017,10/6/2017,West,TUBING,CO2
HIGH POINT 27-160D,WO,TtLWl,4900724550,CLEAN OUT,X4-01470-E:HP2_7160,8/29/2017,8/29/2017,East,NULL,COMPRESSION
HIGH POINT 27-160D,WO,0aSsm,4900724550,CLEAN OUT - SWAB,NULL,7/20/2017,7/20/2017,East,NULL,COMPRESSION
HIGH POINT 27-160D,WO,ELJxF,4900724550,CLEAN OUT - SWAB,X4-01470-E,6/22/2017,6/23/2017,East,NULL,COMPRESSION
HIGH POINT 27-160D,WO,KrplB,4900724550,CLEAN OUT - SWAB,X4-01470-E:HP27_160D,3/16/2017,3/17/2017,East,NULL,COMPRESSION
C.G. ROAD 9-70D,WO,mwPOA,4903727484,SURVEILLANCE,X4-01482-E:CGR9_70D,4/5/2017,4/5/2017,East,NULL,CORROSION
C.G. ROAD 9-70D,WO,JtSTK,4903727484,TUBING REPAIR,X4-014HF,6/22/2017,6/30/2017,East,NULL,CORROSION
C.G. ROAD 9-80D,WO,bkVLO,4903727485,SURVEILLANCE,X4-01482-E:CGR9_80D,4/24/2017,4/24/2017,East,NULL,CORROSION
C.G. ROAD 9-80D,WO,yAHi7,4903727485,TUBING REPAIR,X4-014HR,6/27/2017,6/30/2017,East,NULL,CORROSION
CHAMPLIN 226 D-6,WO,AqsB5,4900723021,SURVEILLANCE,X4-01482-E-Ch226D_6,5/25/2017,5/25/2017,West,TUBING,CORROSION
CHAMPLIN 226 D-6,WO,y2TDl,4900723021,TUBING REPAIR,X4-014NP,6/30/2017,7/7/2017,West,TUBING,CORROSION
CHAMPLIN 261 F-130D,WO,RVduY,4900723476,PLUNGER LIFT REPAIR,1000823927_7880_0723,9/26/2016,9/26/2016,West,NULL,CORROSION
CHAMPLIN 261 F-130D,WO,RVduY,4900723476,PLUNGER LIFT REPAIR,1000823927_7880_0723,9/26/2016,9/26/2016,West,TUBING,CORROSION
CHAMPLIN 261 F-130D,WO,O4QFS,4900723476,SURVEILLANCE,1000234443_7881_0723,4/22/2016,4/22/2016,West,NULL,CORROSION
CHAMPLIN 261 F-130D,WO,O4QFS,4900723476,SURVEILLANCE,1000234443_7881_0723,4/22/2016,4/22/2016,West,TUBING,CORROSION
CHAMPLIN 261 F-130D,WO,F99c6,4900723476,TUBING REPAIR ,X4-0133Z,8/24/2016,8/24/2016,West,NULL,CORROSION
CHAMPLIN 261 F-130D,WO,F99c6,4900723476,TUBING REPAIR ,X4-0133Z,8/24/2016,8/24/2016,West,TUBING,CORROSION
CHAMPLIN 261 G5,WO,f53ys,4900722093,CLEAN OUT - SWAB,X4-013NM,2/16/2017,2/16/2017,West,NULL,CORROSION
CHAMPLIN 261 G5,WO,rIWKq,4900722093,SURVEILLANCE,NULL,6/30/2017,6/30/2017,West,NULL,CORROSION
CHAMPLIN 261 G5,WO,A8LvK,4900722093,TUBING REPAIR,X4-013NM,12/13/2016,12/21/2016,West,NULL,CORROSION
CHAMPLIN 261 G5,WO,KZ3DM,4900722093,TUBING SHOT,X4-01474-E:CH261G5,6/30/2017,6/30/2017,West,NULL,CORROSION
CHAMPLIN 336 D #2,WO,V9Rty,4903723989,COIL TUBING REPLACEMENT (W/ TBG),X4-013NN,1/9/2017,1/12/2017,West,NULL,CORROSION
CHAMPLIN 337 F-5-7,WO,aciHU,4900722954,CLEAN OUT - SWAB,1000236554_7883_0722,6/4/2016,6/4/2016,West,TUBING,CORROSION
CHAMPLIN 337 F-5-7,WO,LwQab,4900722954,TUBING REPAIR,X4-01380,9/30/2016,10/5/2016,West,TUBING,CORROSION
CHAMPLIN 443 B 1,WO,6PISu,4903721311,COIL TUBING REPLACEMENT (W/ TBG),X4-013XW,1/31/2017,2/7/2017,West,NULL,CORROSION
CHAMPLIN 443 B 1,WO,HUin0,4903721311,SURVEILLANCE,X4-013RT-E:CH443B1,1/25/2017,1/26/2017,West,NULL,CORROSION
COAL BANK 5-80D,WO,rXEYI,4900724011,PLUNGER LIFT REPAIR,X4-01482-E:CB5_80D,3/14/2017,3/14/2017,East,NULL,CORROSION
COAL BANK 5-80D,WO,mCkjh,4900724011,SURVEILLANCE,X4-01482-E:CB5_80,6/2/2017,6/2/2017,East,NULL,CORROSION
COAL BANK 5-80D,WO,VbJRC,4900724011,TUBING REPAIR,X4-014NF,8/1/2017,8/2/2017,East,NULL,CORROSION
DELANEY RIM 23-1,WO,ecR4J,4903725050,SURVEILLANCE,X4-013RT-E:DR23_1,12/6/2016,12/6/2016,West,NULL,CORROSION
FIVEMILE 13-1,WO,odiRt,4903725674,SURVEILLANCE,X4-013RT-E:FM13_1,11/20/2016,11/20/2016,East,TUBING,CORROSION
FIVEMILE 13-1,WO,9cOce,4903725674,TUBING REPAIR,X4-013XT,2/21/2017,3/6/2017,East,TUBING,CORROSION
FREWEN 23-60D,WO,5ia5u,4903728041,ROD PUMP REPAIR,X4-0139K,6/30/2016,9/7/2016,West,NULL,CORROSION
FREWEN UNIT 16-80D,WO,eQK26,4903728185,TUBING REPAIR,X4-0142V,1/25/2017,1/31/2017,West,TUBING,CORROSION
FREWEN UNIT 17-3,WO,NyfMi,4903724532,PLUNGER LIFT INSTALL - STAGED,X4-013RP-E:FW17_3,10/21/2016,10/21/2016,West,TUBING,CORROSION
FREWEN UNIT 17-3,WO,PedEQ,4903724532,SURVEILLANCE,1000355016_7881_3724,7/30/2016,7/30/2016,West,TUBING,CORROSION
FREWEN UNIT 17-3,WO,HMfii,4903724532,TUBING REPAIR,X4-103HN,9/21/2016,9/29/2016,West,TUBING,CORROSION
FREWEN UNIT 19-5,WO,47jR2,4903725136,COIL TUBING REPLACEMENT (W/ TBG),X4-013X3,1/18/2017,1/26/2017,West,NULL,CORROSION
HIGH POINT 27-3,SLK,5dTt8,4900722598,CLEAN OUT - SWAB,X4-01482-E,10/17/2017,10/18/2017,East,TUBING,CORROSION
HIGH POINT 27-3,WO,gcoFO,4900722598,CLEAN OUT,X4-01470-E,8/24/2017,8/24/2017,East,TUBING,CORROSION
HIGH POINT 27-3,WO,wi0Nn,4900722598,CLEAN OUT - SWAB,NULL,5/21/2017,5/23/2017,East,TUBING,CORROSION
HIGH POINT 27-3,WO,oVwWB,4900722598,CLEAN OUT - SWAB,X4-01470-E:HP27_3,3/20/2017,3/20/2017,East,TUBING,CORROSION
HIGH POINT 27-3,WO,YI2qI,4900722598,PLUNGER LIFT REPAIR,NULL,5/10/2017,5/12/2017,East,TUBING,CORROSION
HIGH POINT 27-3,WO,MUKqw,4900722598,PLUNGER LIFT REPAIR,1000366443_7880_0722,10/4/2016,10/4/2016,East,TUBING,CORROSION
HIGH POINT 27-3,WO,6vm6D,4900722598,TUBING REPAIR,X4-01418,2/2/2017,2/9/2017,East,TUBING,CORROSION
LATHAM DRAW 11-60D,WO,Tatvt,4903728227,PLUNGER LIFT REPAIR,1000447383_7880_3728,9/24/2016,9/24/2016,East,TUBING,CORROSION
LATHAM DRAW 11-60D,WO,giRyW,4903728227,PLUNGER LIFT REPAIR,X4-013RP-E:LD11_60D,10/21/2016,10/21/2016,East,TUBING,CORROSION
LATHAM DRAW 11-60D,WO,F30up,4903728227,SURVEILLANCE,X4-013RT-E:LD11_60D,2/3/2017,2/3/2017,East,TUBING,CORROSION
LATHAM DRAW 11-60D,WO,koPoX,4903728227,TUBING REPAIR,X4-01466,3/7/2017,3/15/2017,East,TUBING,CORROSION
LATHAM DRAW 17-140D,WO,qSkLM,4903728560,SURVEILLANCE,X4-013RT-E:LD17_140D,2/15/2017,2/16/2017,East,NULL,CORROSION
LATHAM DRAW 17-140D,WO,JTUoi,4903728560,TUBING REPAIR,X4-01476,3/2/2017,3/9/2017,East,NULL,CORROSION
THREEMILE 15-90D,WO,SrmTF,4903728124,SURVEILLANCE,X4-013RT-E:TM15_90D,2/7/2017,2/7/2017,East,TUBING,CORROSION
THREEMILE 15-90D,WO,TpESo,4903728124,TUBING REPAIR,X4-0146P,3/13/2017,3/16/2017,East,TUBING,CORROSION
TIERNEY II UNIT 23-4,WO,MZtjW,4903725115,COIL TUBING REPLACEMENT (W/ TBG),X4-013JG,10/12/2016,11/14/2016,West,CASING,CORROSION
TIERNEY II UNIT 23-4,WO,CYQ1c,4903725115,SURVEILLANCE,1000343095_7881_3725,8/1/2016,8/1/2016,West,CASING,CORROSION
TIERNEY II UNIT 23-60D,WO,HpDvO,4903727931,SURVEILLANCE,1000343095_7881_3727,8/6/2016,8/6/2016,West,NULL,CORROSION
TIERNEY II UNIT 23-60D,WO,HFeyk,4903727931,TUBING REPAIR,X4-013JL,11/9/2016,11/14/2016,West,NULL,CORROSION
WAMSUTTER RIM 15-30D,WO,jKElH,4903727729,PLUNGER LIFT REPAIR,1000638429_7880_3727,9/13/2016,9/14/2016,West,TUBING,CORROSION
WAMSUTTER RIM 15-30D,WO,EYiHa,4903727729,TUBING REPAIR,X4-013N0,9/27/2016,9/30/2016,West,TUBING,CORROSION
FREWEN 26-2,WO,TxiiO,4903726599,CLEAN OUT - SWAB,X4-013RW-E:FW26_2,2/16/2017,2/16/2017,West,NULL,CRITICAL RATE
